model,corruption,severity,strategy,target_val_cov,achieved_test_cov,all_dice,all_la,kept_dice,kept_la,kept_n,file
laweighted_v1,contrast,2,grouped_thr,0.7,0.515,0.81150462,0.7173671859296483,0.8748063495145629,0.8530709029126212,103,runs/robust/laweighted_contrast_s2.csv
laweighted_v1,contrast,2,grouped_thr,0.8,0.635,0.81150462,0.7173671859296483,0.866149244094488,0.8351740708661418,127,runs/robust/laweighted_contrast_s2.csv
laweighted_v1,contrast,2,grouped_thr,0.9,0.795,0.81150462,0.7173671859296483,0.8462463773584906,0.7916911886792453,159,runs/robust/laweighted_contrast_s2.csv
laweighted_v1,contrast,2,grouped_thr,0.95,0.86,0.81150462,0.7173671859296483,0.8331341802325581,0.7600435348837209,172,runs/robust/laweighted_contrast_s2.csv
laweighted_v1,contrast,3,grouped_thr,0.7,0.395,0.8030458450000001,0.7105219095477388,0.875517088607595,0.8574228101265821,79,runs/robust/laweighted_contrast_s3.csv
laweighted_v1,contrast,3,grouped_thr,0.8,0.515,0.8030458450000001,0.7105219095477388,0.8693992621359222,0.8482624757281552,103,runs/robust/laweighted_contrast_s3.csv
laweighted_v1,contrast,3,grouped_thr,0.9,0.68,0.8030458450000001,0.7105219095477388,0.8553166764705882,0.8209544852941176,136,runs/robust/laweighted_contrast_s3.csv
laweighted_v1,contrast,3,grouped_thr,0.95,0.765,0.8030458450000001,0.7105219095477388,0.845173477124183,0.800368843137255,153,runs/robust/laweighted_contrast_s3.csv
laweighted_v1,gain,1,grouped_thr,0.7,0.615,0.81766566,0.7241234623115578,0.866377975609756,0.826409349593496,123,runs/robust/laweighted_gain_s1.csv
laweighted_v1,gain,1,grouped_thr,0.8,0.715,0.81766566,0.7241234623115578,0.8604316923076925,0.8169229440559439,143,runs/robust/laweighted_gain_s1.csv
laweighted_v1,gain,1,grouped_thr,0.9,0.86,0.81766566,0.7241234623115578,0.8399512151162791,0.7692172163742689,172,runs/robust/laweighted_gain_s1.csv
laweighted_v1,gain,1,grouped_thr,0.95,0.895,0.81766566,0.7241234623115578,0.8348041564245811,0.7584556292134833,179,runs/robust/laweighted_gain_s1.csv
laweighted_v1,gain,2,grouped_thr,0.7,0.59,0.8170111400000001,0.723334592964824,0.869141279661017,0.8346856525423728,118,runs/robust/laweighted_gain_s2.csv
laweighted_v1,gain,2,grouped_thr,0.8,0.715,0.8170111400000001,0.723334592964824,0.8601440839160839,0.818387006993007,143,runs/robust/laweighted_gain_s2.csv
laweighted_v1,gain,2,grouped_thr,0.9,0.835,0.8170111400000001,0.723334592964824,0.8421954371257485,0.7759852335329342,167,runs/robust/laweighted_gain_s2.csv
laweighted_v1,gain,2,grouped_thr,0.95,0.895,0.8170111400000001,0.723334592964824,0.8338959608938548,0.7573694044943821,179,runs/robust/laweighted_gain_s2.csv
laweighted_v1,gain,3,grouped_thr,0.7,0.555,0.81394556,0.7184130351758795,0.8688201981981983,0.8372270720720719,111,runs/robust/laweighted_gain_s3.csv
laweighted_v1,gain,3,grouped_thr,0.8,0.655,0.81394556,0.7184130351758795,0.8597176106870229,0.8197942213740459,131,runs/robust/laweighted_gain_s3.csv
laweighted_v1,gain,3,grouped_thr,0.9,0.815,0.81394556,0.7184130351758795,0.8440879693251534,0.7856473374233129,163,runs/robust/laweighted_gain_s3.csv
laweighted_v1,gain,3,grouped_thr,0.95,0.855,0.81394556,0.7184130351758795,0.8353098888888888,0.7613504561403508,171,runs/robust/laweighted_gain_s3.csv
laweighted_v1,noise,1,grouped_thr,0.7,0.49,0.8050978499999999,0.7033858787878787,0.854811836734694,0.7976982755102041,98,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,1,grouped_thr,0.8,0.605,0.8050978499999999,0.7033858787878787,0.8473033636363636,0.7846552479338843,121,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,1,grouped_thr,0.9,0.785,0.8050978499999999,0.7033858787878787,0.8284526878980891,0.745474858974359,157,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,1,grouped_thr,0.95,0.845,0.8050978499999999,0.7033858787878787,0.8216265207100591,0.7315110598802395,169,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,2,grouped_thr,0.7,0.17,0.756563025,0.6258955577889447,0.8086012352941176,0.6682890606060606,34,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,2,grouped_thr,0.8,0.28,0.756563025,0.6258955577889447,0.8033259107142856,0.6717842727272727,56,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,2,grouped_thr,0.9,0.465,0.756563025,0.6258955577889447,0.800651559139785,0.6811836086956521,93,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,2,grouped_thr,0.95,0.55,0.756563025,0.6258955577889447,0.7889972090909093,0.6530870183486239,110,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,3,grouped_thr,0.7,0.02,0.6548030149999999,0.460487175879397,0.6279995,0.21345625,4,runs/robust/laweighted_noise_s3.csv
laweighted_v1,noise,3,grouped_thr,0.8,0.045,0.6548030149999999,0.460487175879397,0.6421932222222222,0.2945201111111111,9,runs/robust/laweighted_noise_s3.csv
laweighted_v1,noise,3,grouped_thr,0.9,0.105,0.6548030149999999,0.460487175879397,0.6805138095238095,0.3748361428571429,21,runs/robust/laweighted_noise_s3.csv
laweighted_v1,noise,3,grouped_thr,0.95,0.13,0.6548030149999999,0.460487175879397,0.6796510384615384,0.38893652,26,runs/robust/laweighted_noise_s3.csv
laweighted_v1,occlusion,1,grouped_thr,0.7,0.09,0.720907025,0.63356671,0.8429274444444445,0.8036306111111111,18,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,1,grouped_thr,0.8,0.16,0.720907025,0.63356671,0.83002703125,0.78662853125,32,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,1,grouped_thr,0.9,0.28,0.720907025,0.63356671,0.8035975714285714,0.74583125,56,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,1,grouped_thr,0.95,0.37,0.720907025,0.63356671,0.7894266216216215,0.728679135135135,74,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,2,grouped_thr,0.7,0.03,0.6457814300000001,0.552318815,0.8054031666666667,0.8155323333333332,6,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,2,grouped_thr,0.8,0.09,0.6457814300000001,0.552318815,0.7869953333333333,0.7636684444444444,18,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,2,grouped_thr,0.9,0.14,0.6457814300000001,0.552318815,0.7753009285714286,0.7455677500000001,28,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,2,grouped_thr,0.95,0.23,0.6457814300000001,0.552318815,0.7428453043478261,0.6802223043478262,46,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,3,grouped_thr,0.7,0.015,0.590901305,0.47733658,0.777908,0.7988483333333333,3,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,occlusion,3,grouped_thr,0.8,0.05,0.590901305,0.47733658,0.7505073,0.7212712,10,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,occlusion,3,grouped_thr,0.9,0.11,0.590901305,0.47733658,0.7188543636363638,0.660875,22,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,occlusion,3,grouped_thr,0.95,0.165,0.590901305,0.47733658,0.6788757878787879,0.5603830303030304,33,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,v2_noise,2,grouped_thr,0.7,0.01,0.7581329400000001,0.637123225,0.8572595000000001,0.786413,2,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,2,grouped_thr,0.8,0.03,0.7581329400000001,0.637123225,0.8789121666666667,0.8578471666666667,6,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,2,grouped_thr,0.9,0.145,0.7581329400000001,0.637123225,0.8359325517241379,0.7661531034482758,29,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,2,grouped_thr,0.95,0.205,0.7581329400000001,0.637123225,0.8288765853658537,0.7555024634146341,41,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,3,grouped_thr,0.7,0.0,0.700110735,0.544190945,,,0,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_noise,3,grouped_thr,0.8,0.005,0.700110735,0.544190945,0.838683,0.768527,1,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_noise,3,grouped_thr,0.9,0.015,0.700110735,0.544190945,0.7844083333333333,0.6805126666666667,3,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_noise,3,grouped_thr,0.95,0.035,0.700110735,0.544190945,0.8081771428571428,0.7308591428571428,7,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_occlusion,2,grouped_thr,0.7,0.0,0.603753155,0.51180706,,,0,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,2,grouped_thr,0.8,0.0,0.603753155,0.51180706,,,0,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,2,grouped_thr,0.9,0.0,0.603753155,0.51180706,,,0,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,2,grouped_thr,0.95,0.01,0.603753155,0.51180706,0.8374985,0.9213105,2,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,3,grouped_thr,0.7,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
laweighted_v1,v2_occlusion,3,grouped_thr,0.8,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
laweighted_v1,v2_occlusion,3,grouped_thr,0.9,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
laweighted_v1,v2_occlusion,3,grouped_thr,0.95,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
