model,corruption,severity,strategy,target_val_cov,achieved_test_cov,all_dice,all_la,kept_dice,kept_la,kept_n,file
laweighted_v1,noise,1,global_thr,0.7,0.485,0.8050978499999999,0.7033858787878787,0.8526739690721649,0.7896714639175257,97,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,1,global_thr,0.8,0.625,0.8050978499999999,0.7033858787878787,0.83930036,0.7624665439999999,125,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,1,global_thr,0.9,0.76,0.8050978499999999,0.7033858787878787,0.8312068684210526,0.7460619399999999,152,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,1,global_thr,0.95,0.835,0.8050978499999999,0.7033858787878787,0.8232642634730538,0.7323175818181819,167,runs/robust/laweighted_noise_s1.csv
laweighted_v1,noise,2,global_thr,0.7,0.185,0.756563025,0.6258955577889447,0.8046648648648648,0.6520591666666665,37,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,2,global_thr,0.8,0.3,0.756563025,0.6258955577889447,0.7956674833333335,0.6482340169491525,60,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,2,global_thr,0.9,0.425,0.756563025,0.6258955577889447,0.7946985176470588,0.6574044404761905,85,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,2,global_thr,0.95,0.59,0.756563025,0.6258955577889447,0.7885297881355934,0.6513935042735042,118,runs/robust/laweighted_noise_s2.csv
laweighted_v1,noise,3,global_thr,0.7,0.015,0.6548030149999999,0.460487175879397,0.565696,0.0,3,runs/robust/laweighted_noise_s3.csv
laweighted_v1,noise,3,global_thr,0.8,0.06,0.6548030149999999,0.460487175879397,0.6433910833333334,0.2479095,12,runs/robust/laweighted_noise_s3.csv
laweighted_v1,noise,3,global_thr,0.9,0.105,0.6548030149999999,0.460487175879397,0.6749203809523809,0.3502408,21,runs/robust/laweighted_noise_s3.csv
laweighted_v1,noise,3,global_thr,0.95,0.18,0.6548030149999999,0.460487175879397,0.6630193888888889,0.34594088571428566,36,runs/robust/laweighted_noise_s3.csv
laweighted_v1,occlusion,1,global_thr,0.7,0.11,0.720907025,0.63356671,0.8229245454545453,0.7604614090909091,22,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,1,global_thr,0.8,0.185,0.720907025,0.63356671,0.8222022972972973,0.7762326216216218,37,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,1,global_thr,0.9,0.27,0.720907025,0.63356671,0.7969783148148147,0.7201525740740742,54,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,1,global_thr,0.95,0.435,0.720907025,0.63356671,0.7811184482758623,0.7092152298850575,87,runs/robust/laweighted_occlusion_s1.csv
laweighted_v1,occlusion,2,global_thr,0.7,0.035,0.6457814300000001,0.552318815,0.7653564285714286,0.6925741428571428,7,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,2,global_thr,0.8,0.09,0.6457814300000001,0.552318815,0.7788154444444443,0.7646617777777778,18,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,2,global_thr,0.9,0.175,0.6457814300000001,0.552318815,0.7302146285714286,0.6262681428571428,35,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,2,global_thr,0.95,0.27,0.6457814300000001,0.552318815,0.7221847037037038,0.629840111111111,54,runs/robust/laweighted_occlusion_s2.csv
laweighted_v1,occlusion,3,global_thr,0.7,0.025,0.590901305,0.47733658,0.7559886,0.7427864000000001,5,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,occlusion,3,global_thr,0.8,0.05,0.590901305,0.47733658,0.7260705,0.6578938,10,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,occlusion,3,global_thr,0.9,0.14,0.590901305,0.47733658,0.7027391785714288,0.6275595357142858,28,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,occlusion,3,global_thr,0.95,0.24,0.590901305,0.47733658,0.6587560208333333,0.5209577916666667,48,runs/robust/laweighted_occlusion_s3.csv
laweighted_v1,v2_noise,2,global_thr,0.7,0.01,0.7581329400000001,0.637123225,0.8572595000000001,0.786413,2,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,2,global_thr,0.8,0.045,0.7581329400000001,0.637123225,0.8389252222222222,0.7462117777777778,9,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,2,global_thr,0.9,0.13,0.7581329400000001,0.637123225,0.8312408461538462,0.7519153846153847,26,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,2,global_thr,0.95,0.24,0.7581329400000001,0.637123225,0.8162323749999999,0.706098875,48,runs/robust/laweighted_v2_noise_s2.csv
laweighted_v1,v2_noise,3,global_thr,0.7,0.0,0.700110735,0.544190945,,,0,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_noise,3,global_thr,0.8,0.005,0.700110735,0.544190945,0.838683,0.768527,1,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_noise,3,global_thr,0.9,0.015,0.700110735,0.544190945,0.7202356666666666,0.441907,3,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_noise,3,global_thr,0.95,0.045,0.700110735,0.544190945,0.7813984444444445,0.647023888888889,9,runs/robust/laweighted_v2_noise_s3.csv
laweighted_v1,v2_occlusion,2,global_thr,0.7,0.0,0.603753155,0.51180706,,,0,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,2,global_thr,0.8,0.0,0.603753155,0.51180706,,,0,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,2,global_thr,0.9,0.0,0.603753155,0.51180706,,,0,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,2,global_thr,0.95,0.015,0.603753155,0.51180706,0.653811,0.41945699999999997,3,runs/robust/laweighted_v2_occlusion_s2.csv
laweighted_v1,v2_occlusion,3,global_thr,0.7,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
laweighted_v1,v2_occlusion,3,global_thr,0.8,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
laweighted_v1,v2_occlusion,3,global_thr,0.9,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
laweighted_v1,v2_occlusion,3,global_thr,0.95,0.0,0.564627945,0.44650311000000004,,,0,runs/robust/laweighted_v2_occlusion_s3.csv
